UNITED STATES SENATOR CLASS III,"['Feingold, Russ', 'Anderson, Phillip', 'Schiess, John', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 35,"['Frederick, Renea', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 36,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 37,"['Turner, Jordan', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 38,"['Michalak, Scott', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 39,"['Zahn, Jim', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 40,"['Martin, Dmitri', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 41,"['Pearson, Bradley', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 42,"['Ferriter, George', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 43,"['Hetz, Allison', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 44,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 45,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 46,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 47,"['Dahl, Adam', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 48,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 49,"['Bennett, Jesse', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 50,"['Shrader, Art', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 51,"['Wright, Jeff', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 52,"['Czisny, Paul', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 53,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 54,"['Hansen, Jordan', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 55,"['Baker, Bob', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 56,"['Stout, Mariana', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 57,"['Hanke, Mitchell', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 58,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 59,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 60,"['Pelikan, David', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 61,"['Janus, Amee', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 62,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 63,"['Mitchell, Andy', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 64,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 65,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 66,"['Meyers, George', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 67,"['Hunt, Dennis', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 68,"['White, Howard', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 69,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 70,"['Holbrook, Mark', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 71,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 72,"['Gorski, David', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 73,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 74,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 75,"['Huftel, Joe', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 76,"['Rygiewicz, Jon', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 77,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 78,"['Fisher, Chris', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 79,"['Zadra, Jordan', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 80,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 81,"['Moore, David', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 82,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 83,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 84,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 85,"['Wright, Mandy', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 86,"['Stencil, Nancy', 'Tauschek, Michael', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 87,"['Riley, Elizabeth', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 88,"['Reif, Noah', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 89,"['Fencl, Heidi', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 90,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 91,"['Ingram, Bill', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 92,"['Danou, Chris', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 93,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 94,"['Bradley, Julian', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 95,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 96,"['Leinberger, Alicia', 'SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 97,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 98,"['SCATTERING, SCATTERING']"
REPRESENTATIVE TO THE ASSEMBLY DISTRICT 99,"['SCATTERING, SCATTERING']"
ADAMS COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
ASHLAND COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
BARRON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
BAYFIELD COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
BROWN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
BUFFALO COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
BURNETTE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
CALUMET COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
CHIPPEWA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
CLARK COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
COLUMBIA COUNTY DISTRICT ATTORNEY,"['Kammer, Douglas', 'SCATTERING, SCATTERING']"
CRAWFORD COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
DANE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
DODGE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
DOOR COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
DOUGLAS COUNTY DISTRICT ATTORNEY,"['Blank, Dan', 'SCATTERING, SCATTERING']"
DUNN COUNTY DISTRICT ATTORNEY,"['Webster, Holly', 'SCATTERING, SCATTERING']"
EAU CLAIRE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
FLORENCE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
FOND DU LAC COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
FOREST COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
GRANT COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
GREEN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
GREEN LAKE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
IOWA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
IRON COUNTY DISTRICT ATTORNEY,"['Jr., Anthony', 'SCATTERING, SCATTERING']"
JACKSON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
JEFFERSON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
JUNEAU COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
KENOSHA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
KEWAUNEE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
LA CROSSE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
LAFAYETTE COUNTY DISTRICT ATTORNEY,"['Findley, Kate', 'SCATTERING, SCATTERING']"
LANGLADE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
LINCOLN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MANITOWOC COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MARATHON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MARINETTE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MARQUETTE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MENOMINEE AND SHAWANO COUNTIES DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MILWAUKEE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
MONROE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
OCONTO COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
ONEIDA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
OUTAGAMIE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
OZAUKEE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
PEPIN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
PIERCE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
POLK COUNTY DISTRICT ATTORNEY,"['Steffen, Dan', 'SCATTERING, SCATTERING']"
PORTAGE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
PRICE COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
RACINE COUNTY DISTRICT ATTORNEY,"['Binger, Thomas', 'SCATTERING, SCATTERING']"
RICHLAND COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
ROCK COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
RUSK COUNTY DISTRICT ATTORNEY,"['Rennicke, James', 'SCATTERING, SCATTERING']"
SAINT CROIX COUNTY DISTRICT ATTORNEY,"['Yacoub, Sarah', 'SCATTERING, SCATTERING']"
SAUK COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
SAWYER COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
SHEBOYGAN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
TAYLOR COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
TREMPEALEAU COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
VERNON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
VILAS COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WALWORTH COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WASHBURN COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WASHINGTON COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WAUKESHA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WAUPACA COUNTY DISTRICT ATTORNEY,"['Forseth, Robert', 'SCATTERING, SCATTERING']"
WAUSHARA COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WINNEBAGO COUNTY DISTRICT ATTORNEY,"['SCATTERING, SCATTERING']"
WOOD COUNTY DISTRICT ATTORNEY,[]
